,fecha,HORA declarada,Ruta,OperadOR,flight_no,route,ac_type,registration,cn_ln,all_aboard,PASAJEROS A BORDO,crew_aboard,cantidad de fallecidos,passenger_fatalities,crew_fatalities,ground,summary
2763,"September 15, 1974",1100,"Phan Rang, South Vietnam",Air Vietnam (South Vietnam),706,Da Nang - Saigon,Boeing B-727-121C,XV-NJC,19819,75,67,8,75,67,8,0,"Hijacked. Detonation of two hand grenades in the passenger compartment after the pilot refused to fly to Hanoi, North Vietnam. The aircraft attempted to land, executed a missed approach and dove into the ground from a height of 1,000 feet."
2764,"October 19, 1974",1115,"Calapan, Philippines",Mabuhay Airways,?,Roxas City - Calapan,Douglas DC-3,RP-C643,15551/26996,8,4,4,1,0,1,0,"One hour after takeoff, cruising at FL85, the No.1 engine had to be shut down due to severe vibrations and backfiring. The crew chose to divert to Calapan. At 900 ft over Calapan, the controls began to shake and control of the aircraft  was lost. The aircraft was ditched 700 feet offshore."
2765,"October 27, 1974",2336,"Old Man's Camp, Alaska",Alaska International Air,?,Fairbanks - Bettles,Lockheed L-100 Hercules,N102AK,4234,4,0,4,4,0,4,0,"While en route, the cargo plane lost a wing and spiraled into the ground. Failure of the right wing in fight. Fatigue fracture. Inadequate maintenance and inspection."
2766,"October 28, 1974",16:45,"Pagosa Springs, Colorado",Hlavka Aviation - Air Taxi,?,"Gallup, NM - Rapid City, SD",Beechcraft 95-B55,N414K,?,2,1,1,2,1,1,0,Pilot refused weather briefing. Flew into blind canyon. Icing conditions. Continued VFR flight into adverse weather conditions.
2767,"November 01, 1974",1456,"Near Surgut, Russia",Aeroflot,662,Khanty - Surgut,Antonov An-2 / Mil Mi-8T,CCCP-70766,1G132-21,38,32,6,38,32,6,0,Midair collision between a An-2 and a Mil Mi-8T in poor weather.
2768,"November 15, 1974",?,"Manila, Philippines",Orient Air System and Integrated Services,?,?,Douglas C-47A-30,RP-C570,25452/14007,8,5,3,1,1,0,0,The No.2 prop was feathered when the engine failed after taking off. The aircraft lost altitude during a 180 degree turn and a forced landing was made in a rice field.
2769,"November 20, 1974",0754,"Near Nairobi, Kenya",Lufthansa,540,Frankfurt - Nairobi - Johannesburg,Boeing B-747-130,D-ABYB,19747/29,157,144,13,59,55,4,0,The aircraft stalled and crashed during takeoff. The wing flaps were not extended. First fatal Boeing 747 accident to occur.
2770,"November 20, 1974",0930,"Soddu, Ethiopia",Ethiopian Airlines,?,Soddu - Beica,Douglas DC-3,ET-AAR,9465,24,21,3,2,0,2,0,Stalled  on takoff and crashed.
2771,"November 22, 1974",?,"Barcelona, Spain",Alpa Servicios Aéreos,?,?,Cessna 500 Citation I,EC-CGG,500-0108,4,0,4,4,0,4,0,Crashed during takeoff.
2772,"December 01, 1974",1110,"Near Berryville, Virginia",Trans World Airlines,514,Columbus - Washington D.C.,Boeing B-727-231,N54328,20306/791,92,85,7,92,85,7,0,The plane crashed into high terrain at approximately 270 mph during an approach to Dulles Airport. The crew's decision to descend before aircraft reached the approach segment. The crew ignored high terrain marked on the en route chart and continued their descent. Lack of clarity in ATC procedures. The issuance of the approach clearance when the flight was 44 miles from the airport on an unpublished route without clearly defined minimum altitudes. Inadequate depiction of altitude restrictions on the profile view of the approach chart for the VOR/DME approach to Runway 12 at Dulles International Airport.
2773,"December 01, 1974",1926,"Bear Mountain,  Thiells, New York",Northwest Orient Airlines,6231,"New York City, NY - Buffalo, NY",Boeing B-727-251,N274US,20296,3,0,3,3,0,3,0,"The aircraft stalled in a climb from which recovery was not effected. The loss of control of the aircraft because the flight crew failed to recognize and correct the aircraft's high-angle-of-attack, low-speed stall and its descending spiral. The stall was precipitated by the flight crew's improper reaction to erroneous airspeed and Mach indications which had resulted from a blockage of the pitot heads by atmospheric icing. Contrary to standard operational procedures, the flight crew had not activated the pitot head heaters."
2774,"December 04, 1974",0458,"Irkutsk, Russia",Aeroflot,?,Irkutsk - Kazachinskoye,Antonov An-2 / Antonov An-12,49342/12985,1G12-26/00347110,18,11,7,13,11,2,0,The An-2 crashed after colliding with Antonov 12 over Irkutsk airport. The ATC cleared the An-2 for takeoff crossing An-12s flight path. The An-12 landed safely. Eleven passengers and 2 crew killed on the An-2
2775,"December 04, 1974",2215,"Near Maskeliya, Sri Lanka",Martinair Holland NV,138,Surabaya - Jeddah,McDonnell Douglas DC-8-55F,PH-MBH,45818/242,191,182,9,191,182,9,0,"The aircraft impacted Mount Anjimalai at 4,355 ft. the during approach. The crew descended below a safe altitude due to a position error resulting from misinterpretation of Doppler and weather radar."
2776,"December 11, 1974",?,"Near Old Harbors, Alaska",Kodiak Airways,?,Old Harbor - Kodiac,Grumman G-21,N1583V,1125,5,4,1,5,4,1,0,Disappeared en route. Never found.
2777,"December 12, 1974",?,"Near Moc Hoa, South Vietnam",Military - Vietnamese Air Force,?,?,Boeing Vertol CH-47 (helicopter),?,?,54,53,1,54,53,1,0,Shot down by a surface-to-air missile.
2778,"December 14, 1974",1101,"Bukhara, Uzbekistan",Aeroflot,124,Bukhara - Dushanbe,Yakovlev 40,CCCP-87630,9131119,19,15,4,7,7,0,0,Overran the runway and hit a dyke while attempting to take off. Elevator lock not removed.
2779,"December 22, 1974",1330,"Maturin, Venezuela",Aerovias Venezolanas SA (Venezuela),358,Ciudad Bolivar - Maturin - Caracas,McDonnell Douglas DC-9-14,YV-C-AVM,47056/89,77,71,6,77,71,6,0,"Four minutes after takeoff from runway 05 at Maturin Airport, while climbing , the plane struck the slope of Mt Zamuro,  20 km from the airport."
2780,"December 29, 1974",?,"Near Sibiu, Romania",Tarom,?,Oradea - Sibiu - Bucharest,Antonov AN-24RV,YR-AMD,27307606,33,28,5,33,28,5,0,"Crashed into Lotru mountains, 22 km south of Sibiu after drifting 20 km off course by winds and turbulence. Wrong decisions on part of the flying crew who adopted a wrong approach configuration, causing the aircraft to drift."
2781,"December 29, 1974",?,"Tikal, Guatemala",Edwin Ortiz,?,Tikal - Guatemala City,Lockheed 18 LodeStar,TG-HTM,582,24,21,3,24,213,3,0,"Few minutes after takeoff from Tikal Airport, while climbing, the airplane went out of control and crashed on the slope of a mountain located few km from the airport. Possible in-flight fire."
2782,"January 03, 1975",?,"Near Nha Trang, Vietnam",Air America,?,Da Lat - Nha Trang,Fairchild C-123K,ST-1,20074,9,6,3,9,6,3,0,Shot down with a SAM missile.
2783,"January 08, 1975",0830,"Near Doncello, Colombia",SATENA,?,San Vicente del Caguan - Florencia,Douglas DC-3,FAC-688,?,21,17,4,21,17,4,0,Crashed and burned in mountains while en route. Improper flight planning by proceeding in mountainous terrain during adverse weather conditions which had reduced visibility along the route.
2784,"January 09, 1975",1607,"Whittier, California",Golden West Airlines / Private,261,Ontario - Los Angeles,de Hav Can. DHC-6 Tw Otter 100/ Cessna,N6383,83,14,10,4,14,10,4,0,"Midair collision between a DHC-6 and a Cessna 150 at 2,200 feet while approaching Ontario Airport. Twelve aboard the Otter  and two aboard the Cessna killed. The failure of both flight crews to see the other aircraft in sufficient time to initiate evasive action. This was because of the position of the sun, the closure angle of the aircraft and the necessity of the Twin Otter's flight crew to acquire visual contact with radar reported traffic directly ahead of them."
2785,"January 15, 1975",1721,"Budapest, Hunary",Malev Hungarian Airlines,?,Berlin - Budapest,Ilyushin IL-18V,HA-MOH,184007104,9,0,9,9,0,9,0,"The aircraft crashed into the ground 1,360 meters past the runway threshold and 120 meters to the left of the center line while attempting to land at Ferihegy airport. Poor weather, fog, nightime conditions, lack of crew coordination and possible spatial disorientation contributed to the accident."
2786,"January 16, 1975",?,"Xam Neua, Laos",Aeroflot,?,Vientiane - Sam Neua,Antonov AN-12,CCCP-70417,1G141-71,16,14,2,16,14,2,0,"En route from Vientiane to Sam Neua, the crew encountered poor weather conditions when the airplane struck the slope of a mountain located in the region of Sam Neua. Flying VFR in IFR weather."
2787,"January 30, 1975",1850,"Istanbul, Turkey",Turkish Airlines (THY),?,Izmir - Istanbul,Fokker F-28 Fellowship 1000,TC-JAP,11058,42,38,4,42,38,4,0,"After an electrical failure at the airport the aircraft initiated a go-around. Because another aircraft was about to take off, an extended downwind leg was flown. The aircraft crashed into the Sea of  Marmara while in the process of making the second approach. It is though the pilot-in-command may lost control of the airplane after suffering  spatial disorientation while flying at night under VFR mode over the Marmara Sea without any visual reference points."
2788,"January 30, 1975",?,"Santo Domingo, Dominican Republic",Linea Aérea Nacional,?,Santo Domingo - Port-au-Prince,Douglas DC-3-313,HI-222,2189,30,27,3,2,1,1,0,Crashed during take off. Failure of the right engine.
2789,"February 01, 1975",0858,"Houston, Texas",Horizon Properties,?,"Lawton, OK - Huntsville, TX",Douglas DC-3C,N15HC,43080,16,14,2,5,3,2,0,"The flight was diverted to Houston because weather at Huntsville was below minima.  An ILS approach was abandoned due to intermittent operation of the aircraft ILS localizer receiver instruments. The crew then tried an approach with Houston TRACON monitoring on surveillance radar. The DC-3 descended too low until the left wing collided with a  high power line tower, located 1.8 miles short of the runway. Fifteen feet of wing was torn off and the aircraft continued another 650 feet before striking the ground inverted.  Improper in-flight decisions or planning and improper IFR operation."
2790,"February 03, 1975",2310,"Manila, Philippines",Philippine Air Lines,?,Manila - Iligan,Hawker Siddeley HS-748 2,RP-C1028,1590,33,29,4,33,29,4,0,The No. 2 engine caught fire shortly after takeoff.  The aircraft crashed into a rice field 3 miles short of the runway while making an emergency approach back to the airport.
2791,"February 09, 1975",1730,"Souda, Crete",Military - Deutsche Luftwaffe,?,Hohn - Chania,Transall C-160,5063,D-85,40,35,5,40,35,5,0,"Slammed into a mountain at an altitude of 5,000 ft. during an approach to Canea in a snow shower."
2792,"February 16, 1975",1900,"Fairbanks, Alaska",Pacific Alaska Airlines,?,Fairbanks - Happy Valley Camp,Douglas DC-6BF,N77DG,43520/222,3,0,3,3,0,3,0,The cargo plane lost three of four engines on takeoff. The crew tried to return to the airport but crashed short of the runway. Fuel contamination. Water in fuel.
2793,"February 22, 1975",2212,"Medellin, Colombia",Aerocondor,?,"Medellin, Colombia - Miami, Florida",Canadair CL-44,HK-1972,?,5,0,5,5,0,5,0,Minutes after taking off in a rainstorm the right wing struck a tree. The crew lost control of the plane and crashed.
2794,"February 27, 1975",0633,"Near Sao Paulo, Brazil",VASP,?,Sao Paulo - Bauru,Embraer 110C Bandeirante,PP-SBE,110021,15,13,2,15,13,2,0,"The plane crashed into houses after taking off and burst into flames. The plane had engine trouble, attempted to return to the airport when it crashed into the houses."
2795,"March 12, 1975",1830,"Pleiku, South Vietnam",Air Vietnam (South Vietnam),?,?,Douglas DC-4,XV-NUJ,10701,26,20,6,26,20,6,0,Shot down by a hand-held surface-to-air missile by North Vietnamese forces 25 miles SW of Pleiku.
2796,"March 16, 1975",1340,"Near Barito, Argentina",Military - Argentine Air Force,?,El Palomar AB - San Carlos de Bariloche,Fokker F-27 Friendship 400M,TC-72,10404,55,50,5,55,50,5,0,The aircraft struck a mountain while preparing for an ILS approach in poor weather. Crew error. Crew descended below the minimum safe altitude before knowing their position.
2797,"March 18, 1975",?,"Singa, Sudan",Sudan Airways,?,?,de Havilland Canada DHC-6 Twin Otter 100,ST-ADB,85,6,4,2,5,3,2,0,Unknown circumstances.
2798,"March 18, 1975",1004,"Near Terney, Russia",Aeroflot,?,Terney - Amgu,Antonov An-2,CCCP-05655,?,12,10,2,7,6,1,0,"Crashed during climbout. The crew failed to prepare the flight properly as the total weight of the aircraft was 449 kilos above the MTOW and the CofG was out of the enveloppe, too far aft. This caused the airplane to enter a high angle of attack during the initial climb and to stall and crash."
2799,"March 20, 1975",2315,"Near Quilcene, Washington",Military - U.S. Air Force,?,Clark AFB - Japan,Lockheed C-141A (L.300),64-0641,6054,16,12,4,16,12,4,0,The aircraft struck a ridge of  Mt. Constance in Olympic National Park. Faulty clearance by the ATC after misidentifying the C-141 as another aircraft.
2800,"April 04, 1975",1630,"Saigon, South Vietnam",Military - U.S. Air Force,?,Saigon - Clark - Los Angeles,Lockheed C-5A Galaxy,68-218,0021,330,314,16,155,150,5,0,"The aircraft reported it was returning to Tan Son Nhut Airbase 15 minutes after taking off. The aircraft was not able to make the airport and crashed landed into a rice paddy, 1.5 miles from the airport. The flight was evacuating 243 Vietnamese orphans. Pressure failure due to a faulty rear loading ramp caused decompression which led to severed rudder and elevator cables and loss of two hydraulic systems resulting in a loss of pitch control. Worst single non-combat U.S. military aviation disaster."
2801,"May 13, 1975",2115,"Near Sakon Nakhon, Thailand",Military - U.S. Air Force,?,Nakhom Phanom AB - Utapao AB,Sikorsky CH-53C (helicopter),68-10933,?,23,19,4,23,19,4,0,The copter was observed in an uncontrollable descent to earth in an inverted attitude after which it crashed and burned. Cracking of a rotor spindle assembly  which led to separation of the main rotor.
2802,"June 03, 1975",?,"Manila, Philippines",Philippine Air Lines,?,Legaspi - Manilla,BAC One-Eleven 524FF,RP-C1184,190,64,59,5,1,1,0,0,A bomb exploded in the right rear lavatory causing a hole in the fuselage. The plane landed safely.
2803,"June 17, 1975",?,"Pedro Alfonso, Brazil",Varig,?,Sao Paulo - Porto Nacional - Pedro Afonso - Belém,Hawker Siddeley HS-748-235 Srs. 2A,PP-VDN,1625,15,11,4,1,0,1,3,"The aircraft landed with excessive speed and touched down on the last 300 meters of the runway, overran the runway, crossed a street and crashed into a house."
2804,"June 24, 1975",1605,"JFK Airport, New York, New York",Eastern Air Lines,66,New Orleans - New York City,Boeing B-727-225,N8845E,20443/837,124,116,8,113,107,6,0,"The aircraft crashed into the approach lights to runway 22L at JFK while on an ILS approach to the runway. Aircraft's encounter with heavy rain and a very strong thunderstorm that was located astride the ILS localizer course which resulted in a high descent rate into approach light towers.The flightcrew's delayed recognition and correction of the high descent rate and their reliance upon visual cues rather than on flight instrument reference. However, the adverse winds might have been too severe for a successful approach and landing even had they relied upon and responded rapidly to the indications of the flight instruments.Contributing to the accident was the continued use of Runway 22L when it should have become evident to both air traffic control personnel and the flightcrew that a severe weather hazard existed along the approach path."
